,SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK
17541,4.16038865022e+11,,,113.0,6.0
17542,4.16038865023e+11,,,119.0,4.0
17543,4.16038865027e+11,,,39.0,2.0
17544,4.16038865028e+11,2315.0,,151.0,5.0
17545,4.16038865029e+11,,,66.0,0.0
17546,4.16038865033e+11,,,80.0,0.0
17547,4.16038865034e+11,,,59.0,2.0
17548,4.16038865035e+11,,,83.0,0.0
17549,4.16038865036e+11,,,66.0,0.0
17550,4.16038865039e+11,,,151.0,5.0
17551,4.16038865042e+11,,,80.0,0.0
17552,4.16038865044e+11,,,80.0,0.0
17553,4.16038865046e+11,,,66.0,1.0
17554,4.16038865047e+11,,,66.0,1.0
17555,4.16038865048e+11,,,54.0,0.0
17556,4.16038865049e+11,,,54.0,0.0
17557,4.16038865052e+11,,,71.0,1.0
17558,4.16038865053e+11,,,36.0,0.0
17559,4.16038865055e+11,,,66.0,0.0
17560,4.16038865058e+11,,,36.0,0.0
17561,4.16038865059e+11,,,71.0,1.0
17562,4.1603886506e+11,,,36.0,0.0
17563,4.16048484002e+11,515.0,,35.0,2.0
17564,4.16048484003e+11,,,38.0,2.0
17565,4.16048484004e+11,,,316.0,6.0
17566,4.16048484006e+11,,,87.0,0.0
17567,4.16048484009e+11,,,80.0,0.0
17568,4.1604848401e+11,,,80.0,0.0
17569,4.16048484011e+11,,,87.0,0.0
17570,4.16048484014e+11,,,47.0,2.0
17571,4.16048484016e+11,,,79.0,6.0
17572,4.16048484017e+11,,,59.0,2.0
17573,4.16048484018e+11,,,68.0,2.0
17574,4.1604848402e+11,615.0,,161.0,6.0
17575,4.16048484021e+11,,,27.0,4.0
17576,4.16048484022e+11,,,80.0,0.0
17577,4.16048484023e+11,,,85.0,5.0
17578,4.16048484025e+11,,,39.0,2.0
17579,4.16048484029e+11,,,83.0,5.0
17580,4.1604848403e+11,,,60.0,5.0
17581,4.16048484033e+11,,,80.0,3.0
17582,4.16048484034e+11,,,,
17583,4.16048484035e+11,,,46.0,0.0
17584,4.16048484036e+11,,,123.0,2.0
17585,4.16048484037e+11,,,44.0,2.0
17586,4.16048484039e+11,,,83.0,5.0
17587,4.1604848404e+11,,,46.0,0.0
17588,4.16048484042e+11,,,83.0,5.0
17589,4.16048484043e+11,,,47.0,5.0
17590,4.16048484045e+11,495.0,,46.0,0.0
17591,4.16048484048e+11,,,39.0,2.0
17592,4.16048484049e+11,,,85.0,5.0
17593,4.16048484052e+11,,,39.0,2.0
17594,4.16048750001e+11,,,42.0,2.0
17595,4.16048750003e+11,,,42.0,2.0
17596,4.16048750005e+11,,,87.0,0.0
17597,4.16048750006e+11,,,87.0,0.0
17598,4.16048750009e+11,,,47.0,5.0
17599,4.16048750011e+11,,,123.0,2.0
17600,4.16048750017e+11,,,52.0,0.0
17601,4.16048750021e+11,,,39.0,2.0
17602,4.16048750022e+11,,,52.0,0.0
17603,4.16048750024e+11,,,123.0,2.0
17604,4.16048750025e+11,,,39.0,2.0
17605,4.16048750027e+11,,,44.0,2.0
17606,4.16048750028e+11,,,72.0,2.0
17607,4.16048750032e+11,,,,
17608,4.16048750034e+11,,,46.0,0.0
17609,4.16048750039e+11,,,80.0,0.0
17610,4.16048750041e+11,,,,
17611,4.16048750042e+11,103.0,,72.0,6.0
17612,4.16048750044e+11,279.0,,92.0,6.0
17613,4.16048750045e+11,,,60.0,5.0
17614,4.16048750047e+11,,,83.0,5.0
17615,4.16048750048e+11,,,80.0,0.0
17616,4.16048750051e+11,,,38.0,0.0
17617,4.16048750052e+11,,,38.0,0.0
17618,4.16048750053e+11,,,44.0,2.0
17619,4.16048750055e+11,,,39.0,2.0
17620,4.16048750058e+11,,,72.0,2.0
17621,4.16048792002e+11,,,38.0,5.0
17622,4.16048792003e+11,,,80.0,0.0
17623,4.16048792005e+11,,,38.0,2.0
17624,4.16048792006e+11,,,87.0,0.0
17625,4.16048792009e+11,,,,
17626,4.16048792012e+11,,,123.0,2.0
17627,4.16048792015e+11,,,68.0,2.0
17628,4.16048792019e+11,,,94.0,2.0
17629,4.16048792022e+11,,,97.0,2.0
17630,4.16048792029e+11,,,46.0,0.0
17631,4.16048792032e+11,,,97.0,2.0
17632,4.16048792038e+11,,,271.0,6.0
17633,4.1604879204e+11,,,80.0,0.0
17634,4.16048792041e+11,,,251.0,6.0
17635,4.16048792042e+11,,,94.0,2.0
17636,4.16048792045e+11,,,60.0,5.0
17637,4.16048792048e+11,,,92.0,6.0
17638,4.16048792054e+11,,,80.0,0.0
17639,4.16048792055e+11,,,39.0,2.0
17640,4.16048792057e+11,,,44.0,2.0
17641,4.16048792058e+11,,,68.0,2.0
17642,4.16048792063e+11,,,27.0,4.0
17643,4.16048792064e+11,,,85.0,5.0
17644,4.16048793003e+11,615.0,,141.0,7.0
17645,4.16048793004e+11,,,80.0,0.0
17646,4.16048793005e+11,,,47.0,2.0
17647,4.16048793006e+11,348.0,,160.0,6.0
17648,4.16048793009e+11,,,123.0,2.0
17649,4.16048793011e+11,,,47.0,2.0
17650,4.16048793022e+11,,,52.0,0.0
17651,4.16048793023e+11,2015.0,,151.0,5.0
17652,4.16048793024e+11,,,,
17653,4.1604879303e+11,,,59.0,2.0
17654,4.16048793031e+11,,,47.0,5.0
17655,4.16048793033e+11,,,47.0,5.0
17656,4.16048793036e+11,,,72.0,2.0
17657,4.16048793037e+11,,,123.0,2.0
17658,4.1604879304e+11,,,47.0,5.0
17659,4.16048793041e+11,,,60.0,5.0
17660,4.16048793042e+11,,,39.0,2.0
17661,4.16048793043e+11,,,92.0,6.0
17662,4.16048793045e+11,,,68.0,2.0
17663,4.16048793046e+11,,,68.0,2.0
17664,4.16048793048e+11,,,39.0,2.0
17665,4.16048793049e+11,,,80.0,3.0
17666,4.16048852003e+11,,,46.0,0.0
17667,4.16048852004e+11,,,42.0,2.0
17668,4.16048852005e+11,,,373.0,5.0
17669,4.16048852006e+11,,,80.0,0.0
17670,4.16048852008e+11,,,79.0,6.0
17671,4.16048852009e+11,,,68.0,2.0
17672,4.16048852012e+11,,,47.0,5.0
17673,4.16048852015e+11,,,94.0,2.0
17674,4.16048852016e+11,,,,
17675,4.16048852017e+11,135.0,,151.0,5.0
17676,4.16048852022e+11,,,39.0,2.0
17677,4.16048852026e+11,,,27.0,4.0
17678,4.16048852027e+11,,,97.0,2.0
17679,4.16048852033e+11,,,97.0,2.0
17680,4.16048852034e+11,,,47.0,5.0
17681,4.16048852035e+11,,,,
17682,4.16048852036e+11,,,44.0,2.0
17683,4.16048852037e+11,,,47.0,5.0
17684,4.16048852042e+11,,,44.0,2.0
17685,4.16048852043e+11,,,271.0,6.0
17686,4.16048852044e+11,,,59.0,6.0
17687,4.16048852047e+11,103.0,,72.0,6.0
17688,4.16048852049e+11,,,39.0,2.0
17689,4.1604885205e+11,,,83.0,5.0
17690,4.16048852053e+11,,,,
17691,4.16048852058e+11,,,46.0,0.0
17692,4.1604885206e+11,,,,
17693,4.16048865001e+11,,,80.0,3.0
17694,4.16048865005e+11,,,87.0,0.0
17695,4.16048865006e+11,,,87.0,0.0
17696,4.16048865007e+11,115.0,,474.0,7.0
17697,4.16048865009e+11,,,68.0,2.0
17698,4.16048865012e+11,,,39.0,2.0
17699,4.16048865014e+11,,,80.0,3.0
17700,4.16048865016e+11,,,39.0,2.0
17701,4.16048865018e+11,,,47.0,2.0
17702,4.16048865019e+11,,,60.0,5.0
17703,4.16048865021e+11,,,94.0,2.0
17704,4.16048865024e+11,,,79.0,6.0
17705,4.16048865026e+11,,,27.0,4.0
17706,4.16048865027e+11,,,39.0,2.0
17707,4.16048865029e+11,,,47.0,5.0
17708,4.1604886503e+11,,,39.0,2.0
17709,4.16048865031e+11,,,80.0,0.0
17710,4.16048865033e+11,,,80.0,0.0
17711,4.16048865034e+11,,,,
17712,4.16048865036e+11,,,47.0,5.0
17713,4.16048865038e+11,,,83.0,5.0
17714,4.1604886504e+11,,,85.0,5.0
17715,4.16048865041e+11,,,83.0,5.0
17716,4.16048865042e+11,,,71.0,1.0
17717,4.16048865044e+11,,,271.0,6.0
17718,4.16048865046e+11,15.0,,135.0,5.0
17719,4.16048865047e+11,,,38.0,0.0
17720,4.16048865048e+11,,,85.0,5.0
17721,4.16048865049e+11,,,68.0,2.0
17722,4.16048866002e+11,,,80.0,0.0
17723,4.16048866004e+11,,,87.0,0.0
17724,4.16048866005e+11,,,80.0,0.0
17725,4.16048866006e+11,,,80.0,0.0
17726,4.16048866007e+11,615.0,,151.0,5.0
17727,4.16048866008e+11,,,47.0,5.0
17728,4.16048866009e+11,615.0,,228.0,5.0
17729,4.16048866011e+11,,,59.0,2.0
17730,4.16048866013e+11,,,72.0,2.0
17731,4.16048866016e+11,,,251.0,6.0
17732,4.16048866018e+11,,,47.0,5.0
17733,4.16048866019e+11,,,,
17734,4.1604886602e+11,,,39.0,2.0
17735,4.16048866022e+11,,,27.0,4.0
17736,4.16048866025e+11,,,60.0,5.0
17737,4.16048866028e+11,,,79.0,6.0
17738,4.16048866029e+11,,,44.0,2.0
17739,4.16048866031e+11,,,39.0,2.0
17740,4.16048866033e+11,815.0,,135.0,5.0
17741,4.16048866034e+11,,,83.0,5.0
17742,4.16048866035e+11,,,271.0,6.0
17743,4.16048866038e+11,,,83.0,5.0
17744,4.1604886604e+11,,,44.0,2.0
17745,4.16048866042e+11,,,68.0,2.0
17746,4.16048866043e+11,,,83.0,5.0
17747,4.16048866047e+11,,,36.0,0.0
17748,4.16048914002e+11,1055.0,,164.0,6.0
17749,4.16048914004e+11,,,27.0,4.0
17750,4.16048914005e+11,,,79.0,6.0
17751,4.16048914006e+11,,,47.0,2.0
17752,4.16048914007e+11,,,68.0,2.0
17753,4.1604891401e+11,,,39.0,2.0
17754,4.16048914011e+11,,,72.0,2.0
17755,4.16048914013e+11,,,39.0,2.0
17756,4.16048914014e+11,1215.0,,27.0,4.0
17757,4.16048914017e+11,,,39.0,2.0
17758,4.1604891402e+11,,,60.0,5.0
17759,4.16048914021e+11,1415.0,,136.0,6.0
17760,4.16048914022e+11,,,97.0,2.0
17761,4.16048914026e+11,,,,
17762,4.16048914029e+11,,,46.0,0.0
17763,4.1604891403e+11,,,40.0,5.0
17764,4.16048914031e+11,,,47.0,5.0
17765,4.16048914032e+11,,,44.0,2.0
17766,4.16048914034e+11,,,251.0,6.0
17767,4.16048914035e+11,,,271.0,6.0
17768,4.16048914038e+11,,,38.0,0.0
17769,4.16048914041e+11,,,42.0,2.0
17770,4.16050000005e+11,308.0,,47.0,
17771,4.16050000013e+11,,,,
17772,4.1605000002e+11,510.0,,63.0,
17773,4.16050000034e+11,,,151.0,5.0
17774,4.16050000036e+11,506.0,,13.0,
17775,4.16050000037e+11,,,161.0,6.0
17776,4.16050000064e+11,,,32.0,0.0
17777,4.16058750006e+11,484.0,,35.0,
17778,4.16058750008e+11,308.0,,30.0,
17779,4.16058750009e+11,,,79.0,6.0
17780,4.1605875001e+11,550.0,,35.0,
17781,4.16058750017e+11,160.0,,50.0,
17782,4.16058750021e+11,,,61.0,2.0
17783,4.16058750025e+11,,,50.0,2.0
17784,4.16058750031e+11,,,61.0,2.0
17785,4.16058750032e+11,384.0,,60.0,
17786,4.16058750046e+11,200.0,,60.0,
17787,4.1605875007e+11,600.0,,63.0,
17788,4.16058750074e+11,1000.0,,138.0,
17789,4.16058792027e+11,,,50.0,2.0
17790,4.16058792029e+11,,,50.0,2.0
17791,4.1605879204e+11,270.0,,75.0,
17792,4.16058792045e+11,200.0,,75.0,
17793,4.16058792058e+11,,,39.0,2.0
17794,4.16058793014e+11,370.0,,75.0,
17795,4.16058793026e+11,,,39.0,2.0
17796,4.16058793028e+11,,,,
17797,4.16058793053e+11,,,316.0,6.0
17798,4.16058793061e+11,,,46.0,0.0
17799,4.16058793065e+11,,,44.0,2.0
17800,4.16058793071e+11,375.0,,100.0,
17801,4.16058793076e+11,,,62.0,2.0
17802,4.16058852016e+11,167.0,,41.0,
17803,4.16058852039e+11,,,,
17804,4.16058852044e+11,253.0,,63.0,
17805,4.16058852048e+11,300.0,,70.0,
17806,4.16058852051e+11,,,68.0,2.0
17807,4.16058852055e+11,,,92.0,6.0
17808,4.16058852068e+11,,,,
17809,4.16058852073e+11,,,,
17810,4.16058852077e+11,,,,
17811,4.16058865003e+11,,,46.0,0.0
17812,4.16058865007e+11,100.0,,75.0,
17813,4.16058865011e+11,,,80.0,0.0
17814,4.16058865015e+11,440.0,,50.0,
17815,4.16058865018e+11,,,,
17816,4.16058865022e+11,,,61.0,2.0
17817,4.16058865024e+11,,,52.0,0.0
17818,4.16058865033e+11,396.0,,60.0,
17819,4.16058865041e+11,650.0,,175.0,
17820,4.16058865052e+11,,,57.0,2.0
17821,4.16058865057e+11,,,80.0,0.0
17822,4.16058865062e+11,352.0,,75.0,
17823,4.16058865066e+11,,,39.0,2.0
17824,4.16058865072e+11,,,68.0,2.0
17825,4.16058865075e+11,1000.0,,38.0,
17826,4.16058866002e+11,,,80.0,0.0
17827,4.16058866023e+11,,,61.0,2.0
17828,4.1605886603e+11,225.0,,23.0,
17829,4.16058866035e+11,880.0,,89.0,
17830,4.16058866038e+11,400.0,,100.0,
17831,4.16058866043e+11,,,59.0,2.0
17832,4.16058866047e+11,214.0,,53.0,
17833,4.16058866049e+11,,,47.0,2.0
17834,4.1605886605e+11,463.0,,33.0,
17835,4.16058866054e+11,,,79.0,6.0
17836,4.16058866056e+11,,,92.0,6.0
17837,4.1605886606e+11,100.0,,150.0,
17838,4.16058914001e+11,,,46.0,0.0
17839,4.16058914004e+11,,,,
17840,4.16058914012e+11,300.0,,46.0,0.0
17841,4.16058914019e+11,,,65.0,0.0
17842,4.16058914042e+11,,,71.0,1.0
17843,4.16058914059e+11,1500.0,,92.0,6.0
17844,4.16058914063e+11,,,57.0,2.0
17845,4.16058914067e+11,,,68.0,2.0
17846,4.16058914069e+11,,,,
17847,4.16058914078e+11,,,,
17848,4.16060000017e+11,,,97.0,2.0
17849,4.16060000033e+11,567.0,,10.0,
17850,4.16060000037e+11,,,46.0,0.0
17851,4.16060000039e+11,,,46.0,0.0
17852,4.1606000004e+11,,,103.0,6.0
17853,4.16060000051e+11,,,72.0,5.0
17854,4.16060000053e+11,,,70.0,5.0
17855,4.16060000061e+11,,,66.0,0.0
17856,4.16060000092e+11,185.0,,20.0,
17857,4.16060000096e+11,,,96.0,6.0
17858,4.16060000107e+11,,,96.0,6.0
17859,4.16060000112e+11,500.0,,15.0,
17860,4.16060000114e+11,750.0,,30.0,
17861,4.16068484009e+11,300.0,,150.0,
17862,4.16068484015e+11,596.0,,97.0,2.0
17863,4.16068484022e+11,,,,
17864,4.16068484043e+11,600.0,,120.0,
17865,4.16068484044e+11,,,31.0,0.0
17866,4.16068484048e+11,308.0,,55.0,
17867,4.16068484059e+11,,,103.0,6.0
17868,4.16068484063e+11,,,80.0,2.0
17869,4.16068484065e+11,88.0,,50.0,
17870,4.1606848407e+11,300.0,,19.0,
17871,4.16068484079e+11,500.0,,38.0,
17872,4.16068484094e+11,,,,
17873,4.16068484116e+11,,,80.0,2.0
17874,4.16068484119e+11,1100.0,,200.0,
17875,4.16068484126e+11,441.0,,93.0,
17876,4.1606848413e+11,300.0,,60.0,
17877,4.16068484133e+11,,,,
17878,4.16068484136e+11,,,80.0,2.0
17879,4.16068750002e+11,650.0,,38.0,0.0
17880,4.16068750005e+11,,,68.0,2.0
17881,4.16068750008e+11,,,103.0,6.0
17882,4.16068750011e+11,,,39.0,2.0
17883,4.16068750021e+11,264.0,,100.0,
17884,4.16068750027e+11,500.0,,38.0,
17885,4.16068750031e+11,,,31.0,0.0
17886,4.16068750046e+11,,,77.0,0.0
17887,4.16068750052e+11,1500.0,,150.0,
17888,4.16068750055e+11,350.0,,35.0,
17889,4.16068750073e+11,,,80.0,2.0
17890,4.16068750078e+11,550.0,,22.0,
17891,4.16068750093e+11,49.0,,80.0,
17892,4.16068750099e+11,250.0,,31.0,
17893,4.1606875011e+11,,,39.0,2.0
17894,4.1606879205e+11,,,70.0,5.0
17895,4.16068792054e+11,88.0,,40.0,
17896,4.16068792058e+11,,,70.0,5.0
17897,4.16068792062e+11,,,,
17898,4.16068792068e+11,325.0,,25.0,
17899,4.16068792072e+11,50.0,,73.0,2.0
17900,4.16068792075e+11,,,40.0,5.0
17901,4.16068792082e+11,275.0,,55.0,
17902,4.16068792098e+11,125.0,,30.0,
17903,4.16068792102e+11,,,40.0,5.0
17904,4.16068792117e+11,,,91.0,6.0
17905,4.16068792121e+11,,,96.0,6.0
17906,4.16068793026e+11,1275.0,,144.0,
17907,4.16068793028e+11,,,31.0,0.0
17908,4.16068793041e+11,,,60.0,5.0
17909,4.16068793087e+11,540.0,,50.0,
17910,4.16068793097e+11,20.0,,153.0,
17911,4.16068793101e+11,100.0,,90.0,0.0
17912,4.16068793104e+11,,,76.0,0.0
17913,4.16068793118e+11,,,96.0,6.0
17914,4.16068793132e+11,,,80.0,2.0
17915,4.16068793135e+11,,,83.0,2.0
17916,4.16068793139e+11,,,58.0,2.0
17917,4.16068852012e+11,,,39.0,2.0
17918,4.16068852014e+11,,,,
17919,4.16068852018e+11,,,123.0,2.0
17920,4.1606885202e+11,,,,
17921,4.16068852029e+11,,,46.0,0.0
17922,4.16068852035e+11,,,38.0,0.0
17923,4.16068852038e+11,,,46.0,0.0
17924,4.16068852049e+11,,,103.0,6.0
17925,4.16068852057e+11,,,70.0,5.0
17926,4.16068852069e+11,182.0,,68.0,2.0
17927,4.16068852074e+11,,,,
17928,4.16068852077e+11,132.0,,43.0,
17929,4.16068852084e+11,,,,
17930,4.16068852085e+11,795.0,,58.0,
17931,4.16068852089e+11,,,,
17932,4.16068852095e+11,50.0,,25.0,
17933,4.16068852111e+11,,,47.0,2.0
17934,4.16068852122e+11,,,,
17935,4.16068852134e+11,,,83.0,2.0
17936,4.16068865004e+11,,,32.0,0.0
17937,4.16068865007e+11,,,32.0,0.0
17938,4.1606886501e+11,,,103.0,6.0
17939,4.16068865016e+11,,,,
17940,4.16068865019e+11,44.0,,70.0,
17941,4.16068865023e+11,600.0,,94.0,
17942,4.16068865045e+11,119.0,,65.0,
17943,4.16068865056e+11,200.0,,30.0,
17944,4.1606886506e+11,132.0,,100.0,
17945,4.16068865067e+11,,,,
17946,4.16068865071e+11,103.0,,40.0,
17947,4.1606886508e+11,,,,
17948,4.16068865105e+11,260.0,,38.0,
17949,4.16068865113e+11,,,43.0,0.0
17950,4.16068865127e+11,,,79.0,6.0
17951,4.16068865131e+11,205.0,,53.0,
17952,4.16068865137e+11,,,97.0,2.0
17953,4.16068865138e+11,500.0,,75.0,
17954,4.16068866001e+11,500.0,,75.0,
17955,4.16068866006e+11,,,74.0,0.0
17956,4.16068866013e+11,,,,
17957,4.16068866025e+11,,,80.0,2.0
17958,4.1606886603e+11,,,31.0,0.0
17959,4.16068866034e+11,150.0,,68.0,2.0
17960,4.16068866036e+11,,,31.0,0.0
17961,4.16068866042e+11,200.0,,130.0,
17962,4.16068866047e+11,,,103.0,6.0
17963,4.16068866064e+11,,,65.0,0.0
17964,4.16068866066e+11,,,,
17965,4.16068866083e+11,,,,
17966,4.16068866088e+11,,,,
17967,4.1606886609e+11,264.0,,120.0,
17968,4.16068866109e+11,,,58.0,2.0
17969,4.16068866115e+11,1125.0,,38.0,
17970,4.1606886612e+11,,,103.0,6.0
17971,4.16068866124e+11,,,50.0,2.0
17972,4.16068866128e+11,,,79.0,6.0
17973,4.16068914003e+11,1150.0,,50.0,
17974,4.16068914024e+11,,,,
17975,4.16068914032e+11,,,,
17976,4.16068914076e+11,,,,
17977,4.16068914081e+11,,,83.0,2.0
17978,4.16068914086e+11,,,44.0,2.0
17979,4.16068914091e+11,236.0,,35.0,
17980,4.160689141e+11,,,39.0,2.0
17981,4.16068914103e+11,,,,
17982,4.16068914106e+11,,,70.0,5.0
17983,4.16068914108e+11,,,,
17984,4.16068914123e+11,140.0,,130.0,
17985,4.16068914125e+11,,,,
17986,4.16068914129e+11,,,,
17987,4.16078484005e+11,,,42.0,2.0
17988,4.16078484006e+11,,,38.0,2.0
17989,4.16078484007e+11,,,42.0,2.0
17990,4.16078484008e+11,,,,
17991,4.16078484014e+11,,,42.0,2.0
17992,4.16078484015e+11,,,36.0,0.0
17993,4.16078484017e+11,,,46.0,0.0
17994,4.16078484018e+11,,,47.0,2.0
17995,4.16078484021e+11,,,60.0,5.0
17996,4.16078484022e+11,,,60.0,5.0
17997,4.16078484023e+11,,,46.0,0.0
17998,4.16078484028e+11,,,54.0,0.0
17999,4.16078484029e+11,,,66.0,0.0
18000,4.1607848403e+11,,,113.0,6.0
18001,4.16078484032e+11,,,87.0,0.0
18002,4.16078484033e+11,,,60.0,5.0
18003,4.16078484035e+11,,,36.0,0.0
18004,4.16078484036e+11,,,83.0,5.0
18005,4.16078484038e+11,,,80.0,0.0
18006,4.1607848404e+11,,,76.0,0.0
18007,4.16078484041e+11,,,92.0,6.0
18008,4.16078484042e+11,,,85.0,5.0
18009,4.16078484044e+11,,,54.0,0.0
18010,4.16078484046e+11,,,121.0,6.0
18011,4.16078484047e+11,,,40.0,5.0
18012,4.16078484048e+11,,,36.0,0.0
18013,4.1607848405e+11,,,83.0,5.0
18014,4.16078484052e+11,,,72.0,2.0
18015,4.16078484053e+11,,,36.0,0.0
18016,4.16078484054e+11,,,71.0,1.0
18017,4.16078484055e+11,,,59.0,2.0
18018,4.16078484056e+11,,,71.0,1.0
18019,4.16078484065e+11,,,80.0,3.0
18020,4.16078484066e+11,,,43.0,0.0
18021,4.16078484069e+11,,,,
18022,4.16078750003e+11,,,83.0,0.0
18023,4.16078750004e+11,,,80.0,3.0
18024,4.16078750005e+11,,,39.0,2.0
18025,4.16078750006e+11,,,47.0,5.0
18026,4.1607875001e+11,,,71.0,1.0
18027,4.16078750012e+11,,,27.0,4.0
18028,4.16078750016e+11,,,83.0,0.0
18029,4.16078750019e+11,,,121.0,6.0
18030,4.1607875002e+11,,,83.0,0.0
18031,4.16078750023e+11,,,80.0,3.0
18032,4.16078750024e+11,,,76.0,0.0
18033,4.16078750027e+11,,,36.0,0.0
18034,4.16078750028e+11,,,66.0,0.0
18035,4.16078750029e+11,,,60.0,5.0
18036,4.1607875003e+11,,,83.0,0.0
18037,4.16078750033e+11,,,59.0,2.0
18038,4.16078750035e+11,,,80.0,0.0
18039,4.16078750037e+11,,,83.0,0.0
18040,4.1607875004e+11,,,59.0,2.0
18041,4.16078750041e+11,,,38.0,5.0
18042,4.16078750042e+11,,,54.0,0.0
18043,4.16078750043e+11,,,54.0,0.0
18044,4.16078750045e+11,,,,
18045,4.16078750053e+11,,,27.0,4.0
18046,4.16078750054e+11,,,43.0,0.0
18047,4.16078750055e+11,,,43.0,0.0
18048,4.16078750056e+11,,,43.0,0.0
18049,4.16078792003e+11,,,68.0,2.0
18050,4.16078792004e+11,,,,
18051,4.16078792005e+11,,,47.0,5.0
18052,4.16078792006e+11,,,47.0,5.0
18053,4.16078792007e+11,,,83.0,0.0
18054,4.16078792009e+11,,,68.0,2.0
18055,4.16078792011e+11,2015.0,,135.0,5.0
18056,4.16078792012e+11,,,80.0,0.0
18057,4.16078792013e+11,,,66.0,1.0
18058,4.16078792015e+11,315.0,,113.0,6.0
18059,4.16078792017e+11,,,113.0,6.0
18060,4.16078792018e+11,,,66.0,1.0
18061,4.16078792019e+11,,,47.0,5.0
18062,4.16078792022e+11,1515.0,,36.0,0.0
18063,4.16078792024e+11,,,54.0,0.0
18064,4.16078792025e+11,,,80.0,0.0
18065,4.16078792028e+11,,,85.0,5.0
18066,4.16078792029e+11,,,85.0,5.0
18067,4.16078792033e+11,,,54.0,0.0
18068,4.16078792034e+11,,,36.0,0.0
18069,4.16078792035e+11,,,,
18070,4.16078792039e+11,,,83.0,0.0
18071,4.1607879204e+11,,,76.0,0.0
18072,4.16078792043e+11,,,,
18073,4.16078792044e+11,268.0,,27.0,4.0
18074,4.16078792045e+11,2015.0,,27.0,4.0
18075,4.16078792047e+11,,,43.0,0.0
18076,4.16078793002e+11,,,68.0,2.0
18077,4.16078793004e+11,,,71.0,1.0
18078,4.16078793005e+11,,,27.0,4.0
18079,4.16078793006e+11,,,,
18080,4.16078793009e+11,,,92.0,6.0
18081,4.1607879301e+11,,,83.0,0.0
18082,4.16078793011e+11,715.0,,47.0,5.0
18083,4.16078793012e+11,,,,
18084,4.16078793013e+11,,,60.0,5.0
18085,4.16078793016e+11,,,54.0,0.0
18086,4.16078793017e+11,,,54.0,0.0
18087,4.16078793019e+11,,,54.0,0.0
18088,4.16078793021e+11,,,59.0,2.0
18089,4.16078793026e+11,,,41.0,0.0
18090,4.16078852003e+11,,,80.0,3.0
18091,4.16078852004e+11,,,123.0,2.0
18092,4.16078852005e+11,,,39.0,2.0
18093,4.16078852006e+11,,,42.0,2.0
18094,4.1607885201e+11,,,,
18095,4.16078852011e+11,,,46.0,0.0
18096,4.16078852014e+11,,,59.0,2.0
18097,4.16078852015e+11,,,39.0,2.0
18098,4.16078852017e+11,,,,
18099,4.16078852018e+11,,,80.0,3.0
18100,4.16078852019e+11,,,27.0,4.0
18101,4.16078852021e+11,,,47.0,5.0
18102,4.16078852022e+11,,,44.0,2.0
18103,4.16078852024e+11,,,42.0,2.0
18104,4.16078852025e+11,,,60.0,5.0
18105,4.16078852027e+11,,,46.0,0.0
18106,4.16078852028e+11,,,47.0,5.0
18107,4.16078852029e+11,,,39.0,2.0
18108,4.16078852031e+11,,,59.0,2.0
18109,4.16078852033e+11,,,47.0,2.0
18110,4.16078852035e+11,,,47.0,5.0
18111,4.16078852037e+11,,,121.0,6.0
18112,4.16078852039e+11,,,83.0,0.0
18113,4.16078852041e+11,,,59.0,2.0
18114,4.16078852042e+11,,,47.0,5.0
18115,4.16078852045e+11,,,,
18116,4.16078852046e+11,,,66.0,0.0
18117,4.16078852047e+11,,,38.0,5.0
18118,4.16078852051e+11,,,76.0,0.0
18119,4.16078852052e+11,,,71.0,1.0
18120,4.16078852056e+11,,,76.0,0.0
18121,4.16078852069e+11,,,76.0,0.0
18122,4.1607885207e+11,,,,
18123,4.16078852071e+11,,,80.0,3.0
18124,4.16078852074e+11,,,41.0,0.0
18125,4.16078852076e+11,,,43.0,0.0
18126,4.16078865002e+11,,,42.0,2.0
18127,4.16078865003e+11,,,,
18128,4.16078865005e+11,,,38.0,2.0
18129,4.16078865008e+11,,,42.0,2.0
18130,4.16078865009e+11,,,46.0,0.0
18131,4.16078865012e+11,,,71.0,1.0
18132,4.16078865015e+11,,,71.0,1.0
18133,4.16078865017e+11,265.0,,76.0,0.0
18134,4.16078865018e+11,,,59.0,2.0
18135,4.16078865019e+11,1415.0,,164.0,6.0
18136,4.16078865022e+11,840.0,,1016.0,6.0
18137,4.16078865023e+11,,,54.0,0.0
18138,4.16078865024e+11,,,66.0,0.0
18139,4.16078865027e+11,,,83.0,0.0
18140,4.16078865028e+11,,,113.0,6.0
18141,4.16078865029e+11,,,66.0,0.0
18142,4.1607886503e+11,1015.0,,60.0,5.0
18143,4.16078865031e+11,,,,
18144,4.16078865032e+11,,,113.0,6.0
18145,4.16078865033e+11,,,87.0,0.0
18146,4.16078865034e+11,,,54.0,0.0
18147,4.16078865039e+11,,,87.0,0.0
18148,4.1607886504e+11,,,83.0,0.0
18149,4.16078865042e+11,,,71.0,1.0
18150,4.16078865045e+11,1715.0,,66.0,1.0
18151,4.16078865048e+11,,,,
18152,4.1607886505e+11,,,54.0,0.0
18153,4.16078865058e+11,725.0,,151.0,5.0
18154,4.16078866003e+11,115.0,,151.0,5.0
18155,4.16078866005e+11,,,80.0,3.0
18156,4.16078866006e+11,,,44.0,2.0
18157,4.16078866008e+11,,,80.0,3.0
